OrderID,OrderDate,CustomerID,CustomerName,Email,Country,ProductCategory,ProductName,Quantity,Price,PaymentMethod,ShippingAddress,OrderStatus,TotalAmount
1001804,2022-01-04,3990,Kimberly Garcia,tammieshaffer@mcclure-peterson.biz,Australia,Sports,Wait,3,387.97,PayPal,"514 James Island, South Lesliebury, ID 90745",Completed,1163.91
1001805,2022-10-09,2264,Selena Allen,maryfoley@hotmail.com,UK,Sports,Center,3,201.13,PayPal,"USNV Thomas, FPO AE 14116",Pending,603.39
1001806,2022-09-13,1967,Samuel Potter,flynnjennifer@bauer.com,Canada,Books,While,2,277.25,PayPal,"35035 Carmen Views, West Mia, NY 17701",Completed,554.5
1001807,2023-11-30,7866,Ryan Hughes,cassandra43@walters.org,Australia,Electronics,Wish,3,189.06,PayPal,"3245 Andrew Trail Suite 438, New Melissachester, IN 43038",Pending,567.1800000000001
1001808,2024-04-25,8201,Luke Merritt,brandon41@hotmail.com,Canada,Clothing,Green,4,389.1,Bank Transfer,"207 Nguyen Port, Allisonberg, NE 15675",Cancelled,1556.4
1001809,2022-03-02,9463,Ryan Cook,lambalexis@hotmail.com,India,Clothing,Like,5,143.9,Credit Card,"7341 Johns Cliffs Suite 579, New Gabrielfort, NH 33499",Pending,719.5
1001810,2021-08-07,2652,Lisa Phillips,yramsey@perez.com,India,Clothing,Degree,5,179.52,PayPal,"864 Smith Motorway Apt. 613, Warrenchester, KY 85436",Cancelled,897.6
1001811,2025-04-04,2061,April Solis,contrerasrobert@gmail.com,Australia,Electronics,Next,5,244.28,Credit Card,"367 Monica Port, Lake Saraville, KY 54807",Completed,1221.4
1001812,2024-08-06,9152,Todd Jones,fmcbride@wagner.com,UK,Clothing,Rock,2,478.93,PayPal,"50850 Johnston Path Apt. 153, Lake Teresa, FL 01182",Pending,957.86
1001813,2021-11-01,9971,Brenda Mccoy,richrodney@hayes.info,USA,Books,Quality,2,232.18,Credit Card,"523 Jason Canyon, West Ryanview, TN 25341",Cancelled,464.36
1001814,2021-06-29,2783,Sarah Wiley,omcdaniel@hotmail.com,UK,Sports,Measure,2,185.63,Bank Transfer,"9151 Ricky Track, Schultzmouth, IN 28276",Cancelled,371.26
1001815,2021-10-26,6628,Ashley Munoz,brendacabrera@yahoo.com,USA,Sports,Experience,4,74.16,PayPal,"Unit 5628 Box 6048, DPO AE 52796",Completed,296.64
1001816,2023-11-17,8812,Michelle Brown,ybrown@molina-arias.com,USA,Electronics,Group,4,85.56,Bank Transfer,"48185 Harrington Squares, Ruizside, NE 50861",Completed,342.24
1001817,2022-07-01,5578,James Mcdonald,amandarobinson@gutierrez.com,Australia,Clothing,None,4,130.96,Credit Card,"75027 Cobb Vista Apt. 359, Snowberg, VA 35719",Completed,523.84
1001818,2023-02-04,4626,Matthew Scott,shannondavid@brown-ryan.com,USA,Books,Bar,4,453.21,Credit Card,"Unit 3398 Box 3730, DPO AA 55585",Cancelled,1812.84
1001819,2024-09-01,5749,Barbara Morris,rmckenzie@tate.com,USA,Home,Movie,2,174.76,Credit Card,"1158 Juan Shoals Suite 983, Karaton, LA 05120",Cancelled,349.52
1001820,2024-06-01,2206,Peter Morgan,caseybates@gmail.com,UK,Sports,Certain,2,327.97,PayPal,"61184 Hansen Fields Apt. 123, Josephfurt, RI 82929",Pending,655.94
1001821,2023-11-22,4087,Russell Mcdowell,garciaelijah@thomas-white.com,India,Home,Art,3,183.29,Credit Card,"8311 Terry Island Suite 800, Munozmouth, NM 18400",Cancelled,549.87
1001822,2022-12-02,9708,Natalie Vasquez,joeramos@gmail.com,UK,Sports,Offer,4,228.22,Bank Transfer,"464 Tyler Well, Whitechester, TX 31807",Completed,912.88
1001823,2023-06-23,2596,Lauren Nelson,nealjennifer@yahoo.com,India,Electronics,Adult,5,375.68,Bank Transfer,"629 Jason Manor Suite 340, Rodrigueztown, NM 97411",Cancelled,1878.4
1001824,2022-01-06,6997,Drew Rivera,kriley@knight-garcia.com,UK,Sports,Add,1,314.08,PayPal,"6628 Angela Mall, Chadton, WA 13133",Cancelled,314.08
1001825,2023-01-16,8636,Dr. Vincent Wilkinson,jessicastone@gmail.com,Canada,Books,Plan,5,140.05,Credit Card,"94546 Sanchez Summit, New Gregorychester, AZ 17654",Cancelled,700.25
1001826,2023-01-16,1392,Gregory Drake,johnsonjohn@hotmail.com,UK,Books,Rate,4,242.84,Bank Transfer,"721 Dawn Circle, Andrewburgh, PA 62798",Completed,971.36
1001827,2022-11-14,4318,Jonathan Campbell,vnovak@hernandez.com,USA,Home,Else,5,7.15,Bank Transfer,"58613 Christine Pines, East Patriciafurt, SD 06047",Completed,35.75
1001828,2021-06-22,6149,Kimberly Browning,christopherrhodes@yahoo.com,Australia,Sports,Like,5,326.82,PayPal,"888 Colin Points, West Michael, SD 61594",Cancelled,1634.1
1001829,2022-07-16,2136,Alfred Melton,zjones@gmail.com,Australia,Home,Simple,2,40.24,PayPal,"2828 Beth Throughway Apt. 808, North Marvin, NM 91058",Cancelled,80.48
1001830,2023-08-01,4304,Paul Hill,cynthiamartinez@gregory-weaver.com,USA,Clothing,One,5,254.96,Bank Transfer,"3530 Todd Stravenue Suite 691, Silvatown, PA 71566",Cancelled,1274.8
1001831,2021-06-20,4248,Sandra Snyder,jvillarreal@yahoo.com,Canada,Books,Exist,1,142.84,Credit Card,"06144 Kenneth Alley Suite 033, East William, PA 44028",Cancelled,142.84
1001832,2022-08-27,4088,Tina Anderson,smithjennifer@wilkins-cohen.info,India,Sports,Person,3,385.86,Credit Card,"Unit 6508 Box 0429, DPO AA 17345",Pending,1157.58
1001833,2021-07-04,9480,Mark Diaz,joe27@gmail.com,India,Sports,Stop,1,319.88,Bank Transfer,"813 Justin Village Apt. 964, South Jenniferfurt, MI 15172",Pending,319.88
1001834,2024-01-12,3385,Luke Wilson,xwilliams@yahoo.com,Canada,Electronics,First,2,447.91,Credit Card,"23934 Emily Ridges, Port Charles, NH 24743",Pending,895.82
1001835,2024-12-24,6928,James Maxwell,halvarez@walter-mitchell.info,UK,Sports,Senior,5,427.28,Bank Transfer,"322 Dean Union, Larsonland, GA 58579",Pending,2136.3999999999996
1001836,2021-08-25,4192,Natasha Miles,carrchris@hotmail.com,Canada,Clothing,Interesting,1,312.82,PayPal,"294 Davis Island, New Emilybury, OK 26276",Completed,312.82
1001837,2024-03-17,8538,Stacy Wright,jreid@hotmail.com,UK,Books,Coach,1,73.9,Bank Transfer,"053 Larsen Stravenue, Port Markmouth, WY 62765",Cancelled,73.9
1001838,2022-09-11,3409,John Higgins,rickyjackson@cobb.com,Australia,Books,Institution,5,323.98,Credit Card,"170 Sandoval Mount, West Markmouth, UT 24410",Completed,1619.9
1001839,2023-06-19,1314,Robin Moss,scottchristina@finley-cooper.com,USA,Books,Despite,3,99.99,PayPal,"7544 Charles Lake Apt. 955, New Jack, NC 95160",Cancelled,299.96999999999997
1001840,2024-07-31,1474,Tina Benitez,jacqueline53@yahoo.com,UK,Electronics,Task,5,475.11,PayPal,"5367 Jacob Mountain Suite 579, Washingtonborough, NM 51419",Completed,2375.55
1001841,2023-01-09,5723,Brianna Richardson,paulconrad@hotmail.com,UK,,Fly,5,18.86,PayPal,"2616 Jimmy Turnpike Suite 843, South Emmaborough, NV 71869",Cancelled,94.3
1001842,2021-10-18,7446,Tracey Medina,dennis63@harris.info,India,Books,Computer,3,258.46,Credit Card,"9956 Briggs Heights, North Devin, NM 47225",Completed,775.3799999999999
1001843,2024-10-29,1674,Rhonda Walls,ybarnes@hotmail.com,India,Electronics,Behind,2,305.58,Credit Card,"10035 Ramirez Loop Suite 428, Smithview, CT 84263",Pending,611.16
1001844,2025-04-24,2203,Henry Henderson,colin36@bridges.com,Australia,Sports,Imagine,3,299.05,PayPal,"1622 Kevin Crossroad Apt. 073, Lake Marieberg, KS 67091",Pending,897.1500000000001
1001845,2023-05-13,5421,Jessica Evans,randygill@gmail.com,Australia,Clothing,Say,4,191.46,PayPal,"62721 Sexton Points, Odomview, FL 92047",Pending,765.84
1001846,2022-12-14,2158,Jennifer Bradshaw,margaretsanford@campbell-bailey.com,UK,Clothing,Exactly,2,473.29,Bank Transfer,"51961 Hunter Street, Joannaburgh, RI 69350",Pending,946.58
1001847,2024-08-13,8449,Daniel Ruiz,cainjonathan@yahoo.com,Canada,Clothing,Air,2,166.81,Credit Card,"30893 Kramer Corners Suite 173, Heidiburgh, MA 34624",Completed,333.62
1001848,2022-11-23,4835,Trevor Schmidt,dthomas@hotmail.com,USA,Clothing,Blue,2,101.56,PayPal,"95759 Jeffrey Lake, Annafort, ND 01580",Cancelled,203.12
1001849,2025-02-20,3851,Hannah Lewis,ahughes@yahoo.com,USA,Books,Believe,4,43.09,PayPal,"625 Shawn Via, Martinland, MO 17553",Pending,172.36
1001850,2022-09-05,4351,Francis Powell,smoss@gmail.com,Australia,Sports,Answer,2,227.07,Credit Card,"716 Dawn Keys, South Nicholasberg, VT 11056",Completed,454.14
1001851,2024-04-28,8952,Kari Bender,rhondamarshall@reese.biz,Canada,Clothing,Evening,5,254.97,PayPal,"82948 Colon Pine, New Elizabethburgh, IN 08809",Pending,1274.85
1001852,2022-08-23,8257,Kelly Marks,coopersherry@green.com,UK,Clothing,Try,4,203.62,Credit Card,"7634 Bethany Knoll, New Chad, CT 01490",Cancelled,814.48
1001853,2023-04-16,8784,Michael Watkins,carlos91@kent.biz,USA,Home,Little,1,447.02,Bank Transfer,"117 George Knoll Suite 383, Harrisfort, MT 72546",Cancelled,447.02
1001854,2022-03-31,7043,Kristen Patterson,christopher94@yahoo.com,Australia,Books,Generation,3,477.6,Credit Card,"239 Kristen Mission, Lake Alexisburgh, TX 81329",Pending,1432.8000000000002
1001855,2021-09-28,4320,Julie Jackson,martinmegan@taylor.com,India,Books,Line,1,433.93,Credit Card,"USNS Jackson, FPO AP 14267",Pending,433.93
1001856,2022-09-28,4221,Tracy Mcpherson,pgutierrez@doyle-cardenas.com,UK,Electronics,,4,24.4,Bank Transfer,"336 Christopher Streets, Bretthaven, KY 72490",Completed,97.6
1001857,2024-05-12,7435,Jennifer Guzman,melodyclark@duran.org,,Home,Son,4,224.32,Credit Card,"6892 Taylor Square, New Juan, AR 67289",Completed,897.28
1001858,2024-10-04,1044,Ronald Griffin,ygraham@leonard-davis.com,USA,Clothing,Check,5,28.47,PayPal,"470 King Walks Suite 798, Williamsfurt, KY 32473",Cancelled,142.35
1001859,2025-04-24,8832,Nancy Ochoa,lewisallen@munoz-williams.com,India,Electronics,Modern,2,199.51,Credit Card,"586 Patrick Common, North Gregory, OR 20465",Completed,399.02
1001860,2024-01-04,6027,George White,matthewstrong@gmail.com,India,Sports,Identify,4,207.73,Bank Transfer,"2072 Jane Canyon, Port Timothy, MD 29758",Cancelled,830.92
1001861,2024-05-24,2969,Zachary Quinn,iknight@gmail.com,Canada,Books,Behind,1,236.24,Bank Transfer,"97343 Danny View Suite 133, North Joestad, VA 23030",Completed,236.24
1001862,2023-05-21,2326,Christopher Wright,tsmith@waters.com,USA,Electronics,Day,4,10.52,Bank Transfer,"0758 Devon Lakes Apt. 603, Tammyhaven, AZ 27113",Pending,42.08
1001863,2025-03-04,2113,Matthew Watkins,wisechad@yahoo.com,Australia,Home,Image,3,435.67,PayPal,"38817 White Loop Apt. 058, Port Elijah, OK 70750",Pending,1307.01
1001864,2021-11-20,8726,Kathleen Macdonald,joshua95@gmail.com,Canada,Home,Management,5,449.44,Bank Transfer,"1250 Mitchell Parkway Apt. 631, Jacobmouth, IA 71639",Completed,2247.2
1001865,2023-12-12,2201,Bradley Freeman,jamieburch@smith.com,UK,Sports,Two,4,349.92,Bank Transfer,"90594 Juan Ports Suite 034, East Kristenview, NY 17840",Cancelled,1399.68
1001866,2022-10-21,1636,Karen Roberson,suzannemercado@yahoo.com,Canada,Electronics,Once,5,488.87,Credit Card,"3767 Regina Route, Tammymouth, AZ 72769",Cancelled,2444.35
1001867,2024-05-05,1712,Noah Morgan,kochmarie@yahoo.com,India,Clothing,Join,1,107.64,Credit Card,"827 Daniel Locks Apt. 422, North Katie, LA 38308",Pending,107.64
1001868,2022-08-18,1616,Christine Young,gomezheather@yahoo.com,UK,Home,Color,1,62.9,PayPal,"64269 Jodi Common Suite 771, Lake Peter, AK 85253",Cancelled,62.9
1001869,2022-10-03,2565,Dustin Campbell,owilkinson@boyle-smith.com,Australia,Electronics,Standard,4,487.08,Bank Transfer,"USNV Woods, FPO AE 52629",Completed,1948.32
1001870,2023-02-17,5601,Krystal Benson,ortegashelly@williams.info,USA,Home,Prove,4,261.08,PayPal,"82545 Kelly Parks, Garnerberg, ND 19024",Pending,1044.32
1001871,2021-08-05,1787,Tracy Curry,wanda70@yahoo.com,Canada,Books,World,5,475.15,Bank Transfer,"1449 Morgan Stravenue Suite 984, Yoderland, LA 96483",Completed,2375.75
1001872,2024-01-30,1268,Karen Castro,morrisnoah@hotmail.com,USA,Home,Where,3,79.57,Bank Transfer,"884 Mckinney Wells Suite 113, Andrewton, IL 37165",Completed,238.70999999999998
1001873,2021-05-21,6289,Ross Bush,aaron07@hotmail.com,India,Home,Ready,1,42.61,PayPal,"USNS White, FPO AP 97367",Cancelled,42.61
1001874,2022-11-03,2725,Tiffany Gonzalez,matthewmartin@morgan-cruz.net,Australia,Clothing,Radio,4,206.9,Bank Transfer,"558 Tyler Grove, Lake Paul, RI 65946",Pending,827.6
1001875,2024-06-29,2790,Marcia Hogan,sharonking@gmail.com,,Books,President,5,240.73,Credit Card,"777 Kim Route, Lake Davidland, NM 04804",Pending,1203.6499999999999
1001876,2022-06-03,5713,Susan Ferguson,michaelsanchez@chavez-allen.biz,USA,Sports,Perhaps,1,456.4,PayPal,"10832 Gregory Turnpike, East Paul, WY 74055",Cancelled,456.4
1001877,2023-03-12,4499,Christina Hopkins,sherrycalderon@michael.net,USA,Sports,Fire,4,79.02,PayPal,"8530 Maddox Fords, Michaelton, OH 67451",Pending,316.08
1001878,2024-02-23,3340,Cheryl Beck,walkerchristine@yahoo.com,Australia,Home,Sit,1,294.22,PayPal,"147 Joshua Grove, South Melanie, AL 93407",Pending,294.22
1001879,2022-07-09,4468,Theresa Austin,zhoward@gmail.com,USA,,Knowledge,3,276.38,Credit Card,"Unit 0354 Box 5829, DPO AP 40333",Cancelled,829.14
1001880,2023-10-10,4126,Joe Hurst,christinawilliams@jefferson.com,Canada,Electronics,Candidate,5,379.97,Bank Transfer,"77342 Jeffrey Mountains Suite 220, Danaton, RI 24663",Completed,1899.8500000000001
1001881,2023-11-27,5662,Tonya Smith,ewilliams@yahoo.com,Australia,Books,Nearly,2,80.08,PayPal,"540 Cross Haven Suite 107, Michaelhaven, WI 22583",Completed,160.16
1001882,2022-12-26,8475,Allison Carlson,igamble@yahoo.com,Canada,Home,It,1,485.49,PayPal,"29295 Thomas Plain, East Matthew, TX 09917",Completed,485.49
1001883,2022-07-11,6899,Shawn Melton,whitakerstephanie@gomez.org,Australia,Sports,Pretty,5,258.68,PayPal,"97178 Stephanie Court, New Phillipville, IA 86854",Completed,1293.4
1001884,2021-10-25,9421,Gina Maynard,stouttoni@gmail.com,UK,Sports,Support,3,140.74,PayPal,"68312 Cody Gateway Suite 197, North Emily, NM 67231",Cancelled,422.22
1001885,2022-06-08,2761,Misty Lee,wthompson@hotmail.com,Australia,Home,Soon,4,348.09,Credit Card,"USS Lucero, FPO AP 09966",Cancelled,1392.36
1001886,2022-11-15,5315,William Hernandez,ashley59@gmail.com,Canada,Clothing,Four,3,108.8,Credit Card,"5055 Cynthia Mall Apt. 009, Whiteview, NJ 92623",Pending,326.4
1001887,2023-03-04,6255,Kelly Lopez,cheyennewilliams@gmail.com,USA,Clothing,Campaign,2,486.59,Bank Transfer,"0306 Sanchez Extensions, Port Rachelchester, OR 56242",Cancelled,973.18
1001888,2022-05-13,6177,Crystal Boyd,timothy00@farrell-hill.com,USA,Home,Far,1,345.38,Credit Card,"545 Sparks Summit Apt. 210, North Davidton, CO 09847",Pending,345.38
1001889,2024-07-05,4513,Miss Stephanie Johnson,carolynadams@gmail.com,USA,Sports,Beat,1,131.84,PayPal,"44508 Carter Port, Port Patrick, AL 00954",Pending,131.84
1001890,2022-06-15,1579,Peter Barker,laurahoffman@hotmail.com,UK,Books,,4,481.21,Credit Card,"45810 Moore Point Apt. 956, North Larrymouth, CO 01669",Pending,1924.84
1001891,2022-05-09,3829,Ronnie Munoz,johnbrown@hotmail.com,Australia,Sports,Mother,3,33.86,Credit Card,"23332 Andrew Valley, New Jonathonside, TN 21479",Completed,101.58
1001892,2024-06-17,8462,Brittany Bradley,jameslopez@lam-moore.com,Australia,Books,Lay,5,136.24,Credit Card,"6590 Kimberly Summit, West Lisa, IN 17739",Cancelled,681.2
1001893,2021-12-07,3095,Miguel Bennett,daniel27@hotmail.com,Australia,Electronics,Than,2,454.63,Bank Transfer,"522 Holmes Turnpike Suite 144, Michaelfurt, NJ 87775",Completed,909.26
1001894,2024-01-10,2508,Jonathan Rogers,joel01@gmail.com,USA,Clothing,Gas,1,121.76,Bank Transfer,"Unit 5659 Box 7652, DPO AE 67197",Cancelled,121.76
1001895,2022-12-28,4612,Julia Stark,shepardrhonda@yahoo.com,Australia,Electronics,Response,5,122.1,Credit Card,"46394 Dixon Plain, New Lindafurt, RI 20766",Completed,610.5
1001896,2021-09-07,4579,Derek Foster,burnsjeremy@bryant.com,Canada,Books,Behind,3,135.46,Bank Transfer,"7300 Holmes Row, Bryanton, AR 23209",Completed,406.38
1001897,2022-10-25,8337,Lisa Sharp,travis80@gmail.com,Canada,Electronics,Cultural,4,291.45,Credit Card,"65615 Ian Avenue, Davisville, WI 20271",Completed,1165.8
1001898,2022-04-18,6200,Nancy Garcia,wilsondonna@yahoo.com,Canada,Sports,Community,4,228.96,Credit Card,"39663 Davis Circles Apt. 051, Hudsonbury, MD 83132",Pending,915.84
1001899,2025-02-24,1515,Angela Walsh,nfreeman@hotmail.com,India,Clothing,Fish,2,130.93,Bank Transfer,"11739 David Via Suite 351, Christophershire, DE 17488",Completed,261.86
1001900,2024-10-31,3085,Stephen Baker,andrew16@yahoo.com,Australia,Home,Mrs,4,266.94,PayPal,"1786 Duane Circle, Port Elizabeth, MI 78627",Pending,1067.76
1001901,2022-08-10,6773,Katherine Johnston,millerjose@gmail.com,Canada,Electronics,Small,1,209.54,PayPal,"73941 Barron Corners, Lake Jennifer, IL 61303",Pending,209.54
1001902,2024-08-11,2575,David Bailey,hermanphilip@hotmail.com,India,Books,Blue,1,85.14,Bank Transfer,"88946 Gonzalez Extensions Apt. 509, West Davidburgh, MN 41573",Completed,85.14
1001903,2025-04-18,8114,Michele Garcia,cynthiakoch@stone.biz,Canada,Clothing,Yeah,4,22.52,Bank Transfer,"USCGC Lewis, FPO AE 31015",Pending,90.08
1001904,2025-01-15,2540,Becky Miles,smeyer@mendoza.com,Australia,Home,Tree,3,170.82,Bank Transfer,"8777 Jimenez Key Suite 581, Fowlerland, NE 59021",Completed,512.46
1001905,2022-12-01,8887,Carlos Olsen,gknox@hotmail.com,UK,Electronics,Follow,4,47.13,PayPal,"9330 Mercado Brooks Apt. 777, Jennifermouth, OR 40564",Cancelled,188.52
1001906,2024-06-07,9259,Jennifer Bush,imills@yahoo.com,USA,Electronics,Type,5,312.47,Credit Card,"778 William Fork, Chasebury, AL 08805",Pending,1562.3500000000001
1001907,2021-12-11,4388,Michael Johnston,nielsenmichael@hotmail.com,India,Clothing,Open,1,248.79,Bank Transfer,"585 Burns Unions Apt. 774, Fredericktown, NV 56925",Pending,248.79
1001908,2023-05-17,4017,Amy Anderson,matthew64@hotmail.com,Canada,Electronics,Anything,5,329.71,Credit Card,"9120 Edward Heights, North Brianhaven, KS 09457",Pending,1648.55
1001909,2024-11-08,8187,Sandra Salas,romanemily@gmail.com,Australia,Electronics,,4,318.44,PayPal,"83463 Laura Causeway, Alanton, OR 42844",Completed,1273.76
1001910,2025-01-21,4035,Hector Peterson,collinscraig@lucas-brown.com,Australia,Sports,My,1,437.51,PayPal,"043 Veronica Orchard Apt. 473, South Maria, IL 88289",Cancelled,437.51
1001911,2022-12-17,2771,Vanessa Williams,leegoodwin@yahoo.com,UK,Clothing,One,5,494.49,Bank Transfer,"2687 Rhodes Mountain, New Benjamin, DE 78559",Pending,2472.45
1001912,2024-10-05,8213,Paul Stephens,iavila@moreno.info,Australia,Clothing,Possible,3,312.98,Credit Card,"7103 Samuel Mall, Lake Davidstad, MN 92464",Pending,938.94
1001913,2021-06-09,3373,Jordan Wilson,baileymegan@yahoo.com,USA,Books,Yard,2,431.53,Bank Transfer,"USNS Hill, FPO AE 70330",Cancelled,863.06
1001914,2021-07-02,5258,Tina Baker,tgill@goodwin-miller.info,India,Sports,Activity,3,404.32,PayPal,"104 Michelle Corner Suite 060, East Suefurt, MN 99177",Cancelled,1212.96
1001915,2022-03-02,1357,Eric Hansen,carmen45@yahoo.com,India,Sports,Arm,3,378.12,Credit Card,"34290 Sims Park, Powersstad, LA 34599",Completed,1134.3600000000001
1001916,2022-07-22,5875,Travis Alexander,vreeves@roth.com,India,Sports,Exist,4,123.96,PayPal,"11256 Nicholas Summit, Angelashire, MN 78271",Cancelled,495.84
1001917,2022-08-21,9269,Cheryl Mendoza,belinda03@gmail.com,Australia,Books,Finally,2,278.73,Bank Transfer,"004 Anna Union Suite 584, Jessicastad, VA 24470",Completed,557.46
1001918,2024-06-22,5800,Dr. Mary Hughes,thomas77@james-williams.com,USA,Electronics,Listen,3,473.56,Credit Card,"19132 Catherine Loop Apt. 932, Sherryton, MD 30914",Cancelled,1420.68
1001919,2023-05-29,8421,Joshua Mccarthy,robertoparker@yahoo.com,Canada,Books,Move,2,162.97,PayPal,"845 Watson Centers Suite 215, Chavezview, FL 27156",Pending,325.94
1001920,2024-10-08,3476,Kenneth Warren,davissteven@nguyen-collins.com,UK,Electronics,Marriage,5,86.34,Credit Card,"379 John Hills, Jenniferville, MN 37630",Completed,431.70000000000005
1001921,2023-09-27,4934,Ronald Evans,meadowsjoshua@rice.info,Canada,Books,Media,1,396.62,Bank Transfer,"126 Bradley Pass Apt. 582, Guzmanbury, NC 42437",Cancelled,396.62
1001922,2025-04-21,3801,Nicole West,megan61@nelson.info,India,Home,Black,4,260.11,PayPal,"0459 Smith Brook Apt. 130, Hodgefurt, WI 59613",Completed,1040.44
1001923,2022-08-20,9201,James Cole,josephgilbert@baker-andrews.com,Australia,Electronics,Establish,3,297.65,Bank Transfer,"15845 Linda Extensions Suite 252, New Michaelchester, RI 28053",Cancelled,892.9499999999999
1001924,2024-05-31,5449,Jennifer Rubio MD,langamy@butler.com,Canada,Books,Station,2,117.66,PayPal,"2814 Amanda Wall Apt. 717, Underwoodshire, TX 47121",Cancelled,235.32
1001925,2023-08-04,2158,Thomas Morgan,iwalker@molina-cooper.net,UK,Home,Once,4,344.92,PayPal,"USNS Alvarez, FPO AE 28990",Cancelled,1379.68
1001926,2024-01-28,1566,Zachary Shah,ogordon@orozco.com,India,Clothing,She,5,229.94,PayPal,"42820 Williams Fall, South Paigeside, CT 73228",Pending,1149.7
1001927,2021-11-21,8127,Benjamin Johnson,jason47@hotmail.com,Canada,Sports,Type,1,276.71,PayPal,"5937 Andrade Street Apt. 882, Farleyfurt, OK 04282",Completed,276.71
1001928,2024-04-03,2930,Kimberly Rivers,tara06@cabrera.biz,Australia,Clothing,Respond,5,97.62,Credit Card,"67538 Stevenson Plain, Stevenport, TX 06268",Pending,488.1
1001929,2022-05-18,6639,Daniel Stokes,djohnson@yahoo.com,India,Books,Surface,5,17.1,PayPal,"8072 Bates Pines Apt. 739, Virginiaborough, ID 88253",Completed,85.5
1001930,2022-05-03,2435,Ryan James,wcampbell@hotmail.com,India,Sports,Site,5,60.1,Credit Card,"7061 Lauren Mountain, South Andrew, CT 12084",Completed,300.5
1001931,2024-11-14,5091,Krista Gonzalez,pjohnson@neal-wallace.com,UK,,Whatever,4,121.64,Bank Transfer,"9232 Mason Dale, Juanton, IN 54844",Pending,486.56
1001932,2024-02-06,7053,Tracy Wilkins,seanmejia@santiago-fischer.com,UK,Books,Nation,1,126.94,PayPal,"94856 Gilmore Plains Suite 149, Williamport, DE 84431",Cancelled,126.94
1001933,2021-12-01,6702,Ariel Robinson,jamesespinoza@fisher.com,UK,Books,Fact,4,19.88,Credit Card,"Unit 2772 Box 8522, DPO AA 48355",Pending,79.52
1001934,2023-05-31,4959,Bill Reynolds,michael95@hotmail.com,USA,Electronics,High,2,115.4,Credit Card,"0270 James Key Apt. 408, Johnsonchester, WI 82255",Pending,230.8
1001935,2023-02-13,3587,Patricia Weaver,sdaniels@ramirez.com,USA,Books,Religious,1,15.36,Bank Transfer,"1210 Horn Pines, Steinmouth, CT 00832",Completed,15.36
1001936,2025-03-30,3275,Joseph Andrade,bthornton@farmer.com,Canada,Clothing,Very,3,267.59,PayPal,"663 Shepherd Fall, North Megan, NM 17364",Pending,802.77
1001937,2024-11-28,6544,Jeffrey Armstrong,rodney09@goodman-hall.com,USA,Clothing,Thousand,2,388.82,PayPal,"0644 Krueger Flat Apt. 189, North Lindsey, CO 01236",Completed,777.64
1001938,2024-12-23,2184,Calvin Bryant,robertstracy@hotmail.com,Australia,Electronics,Seven,4,36.02,Bank Transfer,"469 Robertson Trail, East Annaport, ME 57041",Completed,144.08
1001939,2022-10-26,8485,Gary Johnson,,Canada,Home,Area,1,25.36,Credit Card,"3602 Charles Common Suite 004, North Todd, TN 08125",Completed,25.36
1001940,2022-01-01,5361,Beth Hoover,kristophercox@yahoo.com,USA,Books,Onto,5,66.86,Credit Card,"USS Davis, FPO AA 67563",Completed,334.3
1001941,2023-04-09,8126,Joshua Conrad,ksimon@hotmail.com,Australia,Electronics,Your,5,216.92,Bank Transfer,"8284 Adam Creek, Robertsonfort, MS 51523",Pending,1084.6
1001942,2021-09-24,3765,Bradley Barry,michaelmcdonald@hotmail.com,UK,Books,Thank,2,305.48,PayPal,"5135 Sarah Mall Suite 965, Medinaburgh, ID 94858",Cancelled,610.96
1001943,2025-02-24,9979,Andrew Moody,allenedward@edwards.com,India,Home,Theory,5,344.15,Bank Transfer,"8581 Albert Fork, Murphymouth, AK 35098",Pending,1720.75
1001944,2021-07-01,2872,Jason Murphy,benitezheather@barr.com,India,Home,Rich,5,385.88,Credit Card,"9661 Briana Manor, Port Ronaldshire, OH 79004",Cancelled,1929.4
1001945,2024-03-25,1146,Garrett Carter,rossjackson@gmail.com,USA,Books,A,4,195.25,PayPal,"789 Amy Route Apt. 910, Davenporttown, ND 34468",Cancelled,781.0
1001946,2023-01-08,2816,Jesse Torres,nmitchell@gmail.com,UK,Home,Write,4,193.61,Credit Card,"0982 Hill Valley Suite 492, Darinmouth, VA 22808",Completed,774.44
1001947,2024-03-24,1774,Tammy Horn,taylorvictor@caldwell.com,India,Books,This,2,484.84,Credit Card,"80243 Gallagher Lodge, Lewisville, NV 94514",Completed,969.68
1001948,2022-09-22,1688,Anthony Larson II,cheryl17@beard-johnson.org,Canada,Electronics,Policy,5,344.41,Bank Transfer,"94560 Williams Road Apt. 598, South Sandrabury, NJ 77031",Cancelled,1722.0500000000002
1001949,2021-08-28,6625,Mr. George Lewis,casejeffrey@yahoo.com,Australia,Electronics,Various,2,38.49,Credit Card,"028 Phillips Streets Apt. 430, East Marcus, SD 64752",Completed,76.98
1001950,2021-11-08,7724,Derek Stewart,randolphchristopher@rice-avila.biz,India,Electronics,Check,5,217.7,Credit Card,"0517 Cynthia Stravenue Suite 853, North Cynthia, AR 81000",Completed,1088.5
1001951,2023-02-18,2863,Francisco Blanchard,tina74@diaz-cox.com,Canada,Books,Start,4,446.8,Bank Transfer,"Unit 0936 Box 0991, DPO AE 14950",Cancelled,1787.2
